categoryId,subCategoryId,itemId,item,donateAndReuse,curbSidePickup,transferStation,inGarbage,reuse,dropOffLocations,hazWasteFacility,hazNoCharge,donate,warning,caution,inRecycling,didYouKnow,inFoodAndYardWaste,inRecyclingRinseFirst,nextToBinNoCharge,corporateTakeBackPrograms,pickup,hazardous,nextToBin,recycleNextToBinNoCharge,,,,
11,3,9,Plastic Cups or Utensils,,,,"•Dirty plastic cups
•Plastic utensils
•Styrofoam cups
",,,,,,,,•Empty and clean plastic cups,,"Plastic-like containers labeled “Compostable” or “#7 PLA” go in the food and yard waste.

Learn more about compostable packaging (pdf).
",,,,,,,,,,,
11,3,10,Plastic Lids,,,,"Lids less than 3-inches in diameter
Loose plastic bottle caps",,,,,,,,"Lids 3-inches in diameter or larger go in the recycling. This includes:

Yogurt container lids
Margarine tub lids
Deli container lids
Cold and hot drink cup lids
Small plastic caps if screwed onto an empty plastic bottle",,,,,,,,,,,,,
11,3,11,Plastic Milk or Juice Jugs,,,,,,,,,,,,,,,"Empty milk and juice jugs and bottles go in the recycling.

Plastic lids and caps can be recycled if attached to the bottle.
",,,,,,,,,,
11,3,12,Plastic Water or Soda Bottles,,,,"•Pesticide bottles
•Motor oil bottles
•Other automotive fluid containers
",,,,,,,,"Empty plastic bottles
Plastic bottle caps if attached to the empty bottle",,Bottles labeled “Compostable” or “#7 PLA”,,,,,,,,,,,
11,3,13,"Margarine Tubs, Yogurt Tubs, Etc.",,,,"•Food tubs with food inside
•Lids less than 3-inches across
",,,,,,,,,,,"•Plastic food containers for yogurt, margarine, dips, salsa, etc.
•Plastic lids 3-inches across or larger
",,,,,,,,,,
11,3,14,Tupperware,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,15,Plastic Food Tubs,,,,"•Containers with food inside
•Lids less than 3-inches across
",,,,,,,,,,,"•Plastic food containers for yogurt, margarine, dips, salsa, etc.
•Plastic lids 3-inches across or larger
",,,,,,,,,,
11,4,1,Biodegradable Foam Peanuts,,,,,,,,,,,,,,,,,,,,,,,,,
11,4,2,Bubble Wrap,,,,,,,,,,,,"Bundle bubble wrap together with recyclable plastic bags (such as newspaper bags, shopping bags, and dry cleaning bags) in a plastic bag.",,,,,,,,,,,,,
11,4,3,Bubble Pack Envelopes,,,,Bubble pack envelopes go in the garbage.,,,,,,,,,,,,,,,,,,,,,
11,4,4,Packing Peanuts,,,,Put packing peanuts in a clear plastic bag and tie closed. Then put in the garbage.,,"Styro Recycle in Kent accepts Styrofoam blocks, packing sheets, and packing peanuts for recycling.",,,,,,,,,,,,,,,,,,,
11,4,5,Packing Sheets or Styrofoam Blocks,,,,Styrofoam blocks and packing sheets go in the garbage.,,"Styro Recycle in Kent accepts Styrofoam blocks, packing sheets, and packing peanuts for recycling.",,,,,,,,,,,,,,,,,,,
11,4,6,Tyvek Envelopes,,,,Tyvek envelopes go in the garbage.,,,,,,,,,,,,,,,,,,,,,
11,5,1,6-pack Plastic Rings ,,,,Snip the plastic rings from 6-pack cans so none of the rings are intact.,,,,,,,,,,,,,,,,,,,,,
11,5,2,Biodegradable Foam Peanuts,,,,,,,,,,,,,,,,,,,,,,,,,
11,5,3,Blister Packages,,,,"Put blister packages in the garbage. They aren’t recyclable.

Blister packages are the clear hard-to-open plastic packaging from items such as batteries and small electronics.
",,,,,,,,,,,,,,,,,,,,,
11,5,4,Bottle Caps,,,,"•Loose plastic bottle caps
•Metal beer and soda caps
",,,,,,,,•Small plastic bottle caps if screwed onto an empty plastic bottle,,,,,,,,,,,,,
11,5,5,Bubble Wrap,,,,,,,,,,,,"Bundle bubble wrap together with recyclable plastic bags (such as newspaper bags, shopping bags, and dry cleaning bags) in a plastic bag.",,,,,,,,,,,,,
11,5,6,CD or DVD Cases,,,,CD and DVD cases can go in the garbage.,,Stores that sell used CDs or DVDs may take cases in good condition.,,,,,,,,,,,,,,,,,,,
11,5,7,"CDs, DVDs, or Floppies","Donate CDs and DVDs in good condition to local thrift stores.

Resell or give away usable CDs and DVDs through sites like Craigslist, Freecycle, and Buy Nothing.
",,,"•CDs
•DVDs
•Floppy discs
•CD and DVD cases
",,,,,,,,,,,,,,,,,,,,,
11,5,8,Plastic Clothes Hangers,,,,"
Plastic clothes hangers go in the garbage. They can’t be recycled.",,,,,Donate plastic clothes hangers in good condition to local thrift stores.,,,,,,,,,,,,,,,,
11,5,9,Corks,,,,,,,,,,,,"Rigid plastic outdoor furniture can go in the recycling:

Should be 3-feet or less on all sides
Small amounts of attached metal (such as hinges) are allowed
Remove other materials such as fabric, foam, or wood.",,,,Larger rigid plastic outdoor furniture that doesn’t fit in your recycling bin can be set next to the bin on your recycling collection day.,,,,,,,,,
11,5,10,Eyeglass Frames,,,,Eyeglass frames can go in the garbage.,,You can donate eyeglass frames to The Lions Club or organizations affiliated with OneSight.,,,,,,,,,,,,,,,,,,,
11,5,11,Plant Pots,,,,Dirty or ceramic plant pots go in the garbage.,,,,,,,,"

Empty and rinsed plastic plant pots go in the recycling.
",Ask about reuse and recycling options where you buy plant pots. Some garden stores and nurseries will take back plastic pots and reuse them.,,,,,,,,,,,,
11,5,12,Plastic without Recycle Symbol,,,,"
Loose lids less than 3-inches in diameter
Loose plastic bottle caps
Dirty plastic cups
Plastic utensils
Blister packs
Flexible plastic (such as inflatable pools)
Plastic molding
Vinyl or plastic blinds
CD and DVD cases
Plastic clothes hangers
Plastic tarps
Ziploc or plastic bread bags
Plastic liners and trays from food boxes",,,,,,,,,Seattle doesn’t recycle by number because it’s not a reliable way to determine the recyclability of an item.,"Plastic-like containers labeled “Compostable” or “#7 PLA” go in the food and yard waste.

Learn more about compostable packaging (pdf).","Yogurt containers
Deli containers
Bottles and jugs
Microwave trays
Plastic lids 3-inches or larger
Clean and empty plastic grocery bags – bundle into one bag and tie off
Small plastic bottle caps if screwed onto an empty plastic bottle
Clean plastic plant pots
Tupperware
Pill bottles (not prescription vials)
Rigid plastic toys – 3-feet or less on all sides
Rigid plastic sporting equipment – 3-feet or less on all sides
Rigid plastic furniture – 3-feet or less on all sides
Storage containers
Buckets with no fabric, foam, or wood attached",,,,,,,,,,
11,5,13,Plastic Outdoor Furniture,,,,,,,,,,,,"Rigid plastic outdoor furniture can go in the recycling:

Should be 3-feet or less on all sides
Small amounts of attached metal (such as hinges) are allowed
Remove other materials such as fabric, foam, or wood.",,,,Larger rigid plastic outdoor furniture that doesn’t fit in your recycling bin can be set next to the bin on your recycling collection day.,,,,,,,,,
11,5,14,Printer Cartridges,,,,Printer cartridges can go in the garbage.,Some printer cartridge manufactures and stores that sell printer cartridges will take old cartridges back for recycling.,,,,,,,,,,,,,,,,,,,,
11,5,15,Shrink Wrap,,,,Dirty or un-bagged shrink wrap goes in the garbage.,,,,,,,,"Clean and dry shrink wrap goes in the recycling:
1.Bundle with bubble wrap or recyclable plastic bags (such as newspaper bags, shopping bags, and dry cleaning bags).
2.Put items in a single plastic bag and tie off.
",,,,,,,,,,,,,
11,5,16,Tarps,,,,Plastic tarps go in the garbage.,,,,,,,,,,,,,,,,,,,,,
11,5,17,Toys or Sporting Goods,"Donate toys or sporting goods in good condition to local thrift stores.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,Toys and sporting equipment greater than the above size limits can be taken to city transfer stations. Charge is $30 per trip or $145 per ton if part of a larger load ($30 minimum charge covers up to 420lbs).,Sports equipment and toys not made of metal or rigid plastic.,,,,,,,,"Clean metal toys and sporting equipment 2 feet or less on all sides. Can include small amounts of attached plastic, rubber, or wood.
Clean rigid plastic toys and sporting equipment 3 feet or less on all sides.",,,,,,,,,,,,,
11,6,1,Blister Packages,,,,"Put blister packages in the garbage. They aren’t recyclable.

Blister packages are the clear hard-to-open plastic packaging from items such as batteries and small electronics.
",,,,,,,,,,,,,,,,,,,,,
11,6,2,Bottle Caps,,,,"•Loose plastic bottle caps
•Metal beer and soda caps
",,,,,,,,•Small plastic bottle caps if screwed onto an empty plastic bottle,,,,,,,,,,,,,
11,6,3,Buckets,,,,,,,,,,,,Clean buckets go in your recycling bin or can be set at the curb next to your bin.,,,,,,,,,,,,,
11,6,4,Laundry Detergent Jugs,,,,•Loose caps,,,,,,,,"•Plastic laundry detergent jugs
•Caps screwed onto the bottle
",,,,,,,,,,,,,
11,6,5,Medicine Bottles - Over the Counter,,,,Plastic prescription medicine vials go the garbage.,,Bring medicines to a secure medicine return site.,,,,,,"Pill bottles, such as aspirin or vitamin bottles, go in the recycling.",,,,,,,,,,,,,
11,6,6,Pesticide Containers,,,,Empty pesticide containers go in the garbage,,,,Bring full or partially-full pesticide containers to your nearest household hazardous waste facility. No fee.,,,,,Find ways to avoid using pesticides from the Garden Hotline.,,,,,,,,,,,,
11,6,7,Plastic Bottles,,,,"•Pesticide bottles
•Motor oil bottles
•Other automotive fluid containers
",,,,,,,,"•Empty, clean plastic bottles
•Plastic bottle caps if attached to the empty bottle
",,•Bottles labeled “Compostable” or “#7 PLA”,,,,,,,,,,,
11,6,8,Plastic Jugs,,,,,,,,,,,,,,,"Empty milk, juice, and laundry detergent jugs go in the recycling.

Plastic lids and caps can be recycled if attached to the bottle.
",,,,,,,,,,
11,6,9,Prescription Drug Bottles,,,,Clear plastic prescription medicine vials go the garbage. The plastic is too brittle to recycle.,,Bring medicines to a secure medicine return site.,,,,,,"Pill bottles, such as aspirin or vitamin bottles, go in the recycling.",,,,,,,,,,,,,
11,6,10,Shampoo or Lotion Bottles,,,,,,,,,,,,"Empty shampoo and lotion bottles go in the recycling.

Plastic lids and caps can be recycled if attached to the bottle.
",,,,,,,,,,,,,
11,6,11,Vitamin Bottles,,,,Clear plastic prescription medicine vials go the garbage. The plastic is too brittle to recycle.,,Bring medicines to a secure medicine return site.,,,,,,"Pill bottles, such as aspirin or vitamin bottles, go in the recycling",,,,,,,,,,,,,
11,7,1,Straws,,,,Plastic straws and straws that you are unable to verify that they are approved compostable go into the garbage. Plastic straws are not recyclable.,,,,,,,,,Straws that are labeled “Compostable” can be made from paper or from a plant based material and may have similar characteristics and appearance as plastic. Compostable straws go into your food and yard waste.,Only straws that are labeled “Compostable” go into your food and yard waste.,,,,,,,,,,,
11,8,1,Foam Egg Cartons,,,,Foam egg cartons go in the garbage.,,,,,,,,,Many egg sellers at farmers markets will take back clean egg cartons to reuse them.,,,,,,,,,,,,
11,8,2,Foam Packing Sheets,,,,Styrofoam blocks and packing sheets go in the garbage.,"Styro Recycle in Kent accepts Styrofoam blocks, packing sheets, and packing peanuts for recycling.",,,,,,,,,,,,,,,,,,,,
11,8,3,Meat or Food Trays,,,,Styrofoam meat trays and the plastic absorbent insert go in the garbage.,,,,,,,,,"Brown or beige trays for meat, poultry, and fish are made from plant-based material and are compostable.","Brown or beige trays for meat, poultry, and fish go in the food and yard waste.",,,,,,,,,,,
11,8,4,Packing Peanuts,,,,Put packing peanuts in a clear plastic bag and tie closed. Then put in the garbage.,,,,,,,,,,,,,,,,,,,,,
11,8,5,Styrofoam Blocks,,,,Styrofoam blocks and packing sheets go in the garbage.,,"Styro Recycle in Kent accepts Styrofoam blocks, packing sheets, and packing peanuts for recycling.",,,,,,,,,,,,,,,,,,,
11,8,6,Styrofoam Cups,,,,Styrofoam cups go in the garbage.,,,,,,,,,,,,,,,,,,,,,
11,8,7,Take-Out Containers,,,,"•Styrofoam containers
•Dirty plastic-coated (shiny) paper containers
•Dirty plastic containers that aren’t marked “Compostable” or “#7 PLA”
",,"Styro Recycle in Kent accepts Styrofoam blocks, packing sheets, and packing peanuts for recycling.",,,,,,,,"•Dirty or clean uncoated (not shiny) paper take-out containers
•Dirty or clean take-out containers labeled “Compostable” or “#7 PLA”
•Greasy pizza boxes

Learn more about compostable packaging (pdf).
","•Empty and rinsed plastic clamshell containers
•Empty and rinsed plastic-coated (shiny) paper containers
",,,,,,,,,,
12,1,1,Antifreeze,,,,,,,,"Bring antifreeze to a household hazardous waste facility:
•All containers must be 5-gallons or less.
•Limit 50-gallons per trip.
",,,,,"Antifreeze is harmful to people, animals, and the environment and should never be poured down drains, toilets, or on the ground.",,,,,,,,,,,,
12,2,1,Auto Glass,,,,"Broken auto glass can go in the garbage:
•Glass must fit in your bin with the lid closed.
•Don’t exceed the weight limits printed on your bin.
",,Bring auto glass to city transfer stations. Fees apply.,,,,,,,,,,,,,,,,,,,
12,3,1,Bicycles or Bike Parts,,,,Bike parts smaller than 3-inches go in the garbage.,,"Donate or resell usable bikes and parts to scrap metal dealers or community-oriented bike shops like Bike Works or Recycled Cycles.

Bring bikes and parts to city transfer stations to be recycled. No fee.",,,,,,"Clean metal bike parts 3-inches or larger can go in the recycling:

Items must fit in your bin with the lid closed.
Don’t exceed the weight limits printed on your bin.",,,,,,,,,,,,,
12,4,1,Brake or Transmission Fluid,,,,,,,,"Bring brake and transmission fluids to a household hazardous waste facility:
•Put brake and transmission fluids in a sealed container that is 5-gallons or less.
•Limit 50-gallons per trip.

For more information, call our household hazards line at (206) 296-4692. Hours are 9 a.m. – 4:30 p.m., Monday through Friday.
",,,,,"Don’t pour brake and transmission fluids down drains or toilets, down storm drains, or into soil. These all cause water pollution.",,,,,,,,,,,,
12,5,1,Car Batteries,,,,,,"Styro Recycle in Kent accepts Styrofoam blocks, packing sheets, and packing peanuts for recycling.",,,,,,,Don’t reuse broken car seats or car seats that have been in accidents. It isn’t safe.,,,,,,,,,,,,
12,6,1,Child Car Seats,"Donate car seats in good condition to local thrift stores.

Resell or give it away using sites like Craigslist, Freecycle, and Buy Nothing.
",,,Old and expired child car seats go in the garbage.,,,,,,,,,,,,,,,,,,,,,
12,7,1,"Engines, Motors or Car Parts",,,,Car parts 3-inches or smaller on any side can go in the garbage.,,Many scrap metal dealers will buy car parts.,,,,,,,"Car parts aren’t accepted for recycling because they contain grease, which contaminates other recyclable items.",,,,,,,,,,,,
12,8,1,Flares,,,,,,Bring flares that don’t contain an explosive charge to a household hazardous waste facility. No fee.,,,,,,,,,,,,,"For flares with an explosive charge, call the Seattle Police Firing Range at (206) 684-7470.",,,,,,
12,9,1,Gas Cans,,,,Empty gas cans that are 5-gallons or smaller can go in the garbage. Leave lid off empty can for 2 days before putting in garbage to release gas fumes.,,,,,,,,,,,,,,,,,,,,,
12,10,1,Gasoline,,,,,,,,"Bring gasoline to a household hazardous waste facility:
•Put gas in a sealed container that is 5-gallons or less.
•Use gasoline-compatible containers (not food or milk jugs).
•Limit 30-gallons per trip.
",,,,,,,,,,,,,,,,,
12,11,1,Lawn Mowers or Power Equipment,,,You must drain all gas and oil from lawn mowers and other power equipment. Bring emptied mowers and equipment to city transfer stations. No charge for lawn mowers.,,,,,"Bring gas and oil to a household hazardous waste facility. No fee.
•Don’t mix fluids together!
•Put fluids in a sealed container that is 5 gallons or less.
•Limit 50 gallons per trip.
",Donate lawn mowers or power equipment in working condition to local thrift stores. Call first to confirm acceptance policies.,,,,,,,,,,,,,,,,
12,12,1,License Plates,,,,,,"Bring license plates to a vehicle licensing office or mail them to:

Department of Licensing
 1125 Washington St. SE
 Olympia, WA 98504
",,,,,,Remove the tabs and bend the license plates before putting in the recycling.,,,,,,,,,,,,,
12,13,1,Motor Oil,,,Bring up to 5 gallons of oil per a trip to city transfer stations. No fee.,,,,,"Bring contaminated oil that contains solvents, bleach, or other materials to a household hazardous waste facility. No fee.",,,,,"Motor oil can be recycled if it doesn’t contain solvents, bleach, or other materials.

Never pour motor oil on the ground or down the drain; it can pollute our waterways and the environment.
",,,,,,,,"You can recycle up to 2 gallons of motor oil on each recycling collection day:
1.Pour cooled oil into a 1-gallon plastic container with a tight-fitting, screw-on lid.
2.Label the container with your name and address.
3.Set up to 2 labeled 1-gallon containers on the curb next to your recycling bin.
4.Apartment / Condo residents: Set out up to 2 labeled 1-gallon containers per cart at your building/complex.
",,,,
12,14,1,Motor Oil Containers,,,,Empty motor oil containers go in the garbage. They can’t be recycled.,,"Bring partially full motor oil containers to:
•City transfer stations. Fees apply.
•A household hazardous waste facility. No fee.
",,,,,,,,,,,,,,,,,,,
12,15,1,Motor Oil Filters,,,,Puncture the oil filter and drain the oil into a container for 24 hours. Seal drained filter in a plastic bag and put in the garbage.,,Bring drained or full oil filters to a household hazardous waste facility. No fee.,,,,,,,,,,,,,,,,,,,
12,16,1,Other Vehicle Fluids,,,,,,,,"Bring automotive fluids (such as brake, transmission, hydraulic, or power steering fluids) to a household hazardous waste facility:
•Put fluids in a sealed container that is 5-gallons or less.
•Limit 50-gallons per trip.
",,,Don’t mix fluids with used motor oil!,,,,,,,,,,,,,,
12,17,1,Tires,,,,,,Bring up to 4 tires per visit to city transfer stations. Fees apply.,,,,,,,,,,,,,,,,,,,
12,18,1,Vehicles,,,,,,Many charitable organizations accept vehicles and provide a receipt for a tax deduction.,,,,,,,,,,,,,,,,,,,
12,19,1,"Starters, Carburetors, Etc.",,,,,,,,,,,,,,,,,,,,,,,,,
13,1,1,Christmas Trees,,,,,,"From December 26 to January 31, bring Christmas trees to city transfer stations for free. Starting February 1, regular fees apply.
•Trees should not exceed 8-feet in length and must be free of decoration.
•Trunks should not exceed 4-inches in diameter.
•The stations will accept up to 3 trees per vehicle.

 
",,,,,,,,,,,,,,"From December 26 to January 31, holiday trees, wreaths, and greens can be composted for free. Place on the curb next to your food and yard waste cart on your regular collection day.
•Flocked and plastic trees or wreaths will be charged as extra garbage.
•Remove all decorations and lights, tinsel, metal clips, ornaments and bows.
•Trees must be cut into lengths to 4-feet or shorter.
•For bundling branches, use sisal string or twine (not plastic).

At apartments – Two trees may be placed next to each food and yard waste cart at no extra charge each collection day. Each additional tree will be picked up as extra yard waste (fees apply).
",,,,,
13,2,1,Clean Wood Waste,,,"
Bring untreated wood waste to city transfer stations. Charge is $13 per load (limit 4 per load).

All pieces must be 4 feet or less in length and 4 inches or less in diameter.
Nails and staples are okay.",,,,,,,,,,"Compost processing equipment removes metal staples and nails. However, the equipment can’t remove plastic.
","Clean, untreated and unpainted wood goes in the food and yard waste.

All pieces must be 4 inches or less in diameter and 4 feet or less in length.
Put sawdust or shavings in paper bags or boxes to keep from scattering.
Avoid extra charges – Items should fit in your bin with the lid closed.
Don’t exceed the weight limits printed on your bin.",,,,,,"Bundles can be set next to the bin. Charge is $145 per ton as part of a load

Tie bundles with natural twine. No plastic allowed.
Bundles must be 2 feet or less in diameter.",,,,,
13,3,1,Corks,,,,Corks go in the garbage. They are too dense to compost or recycle.,,"Corks can also be recycled through the Cork ReHarvest Program, which has drop boxes at PCC, Whole Foods Markets, and Wine World Warehouses.
",,,,,,,,,,,,,,,,,,,
13,4,1,Fireplace or Briquette Ashes,,,,"Fireplace and briquette ashes must be completely cooled, wetted, and placed in a closed box or bag. This prevents ash from scattering when your garbage is collected.",,,,,,,,,,,,,,,,,,,,,
13,5,1,Painted or Treated Wood,,,Bring lumber and wood boards to city transfer stations. Charge is $13 per load (limit 4 per load).,"Painted or treated wood can go in the garbage:

Break wood down so it fits in your bin with the lid closed.
Make sure it doesn’t exceed the weight limits printed on your bin.",,,,,,,,,,,,,,,,,,,,,
13,6,1,Pallets,,,Bring pallets to city transfer stations. Charge is $13 per load (limit 4 per load).,"Pallets made from treated wood can be broken down and put in the garbage:
•Items must fit in your bin with the lid closed.
•Don’t exceed the weight limits printed on your bin.
",,,,,,,,,,"Break pallets made from untreated wood into pieces that are:
•4 inches or less in diameter
•4 feet or less in length
•Remove any nails or metallic items.
",,,,,,Items that do not fit in your bin with the lid closed may be put in a plastic bag and set next to your garbage bin on collection day. Each bulky item is a charge of $30.,,,,,
13,7,1,Reusable Lumber,,,,"Painted or treated wood can go in the garbage:
•All pieces must be less than 4-inches in diameter and under 4-feet long.
•Avoid extra charges – Break lumber and boards down so they fit in your bin with the lid closed.
",,Donate or resell reusable lumber through building supply businesses that specialize in salvage or reusable materials.,,,,,,,,"Unpainted and untreated wood can go in the food and yard waste:
•Pieces should be less than 4-inches in diameter and under 4-feet long to avoid extra fees.
•Remove nails and all other non-wood materials.
•Avoid extra charges – Break lumber and boards down so they fit in your bin with the lid closed.
",,,,,,,,,,,
13,8,1,"Wood Scraps, Shavings, or Sawdust",,,,"Painted or treated wood shavings, scraps, and sawdust go in the garbage. Put sawdust and shavings in a bag and tie off.",,,,,,,,,,"Clean, untreated wood shavings, scraps, and sawdust go in the food and yard waste. Put sawdust or shavings in a closed paper bag or box to contain it.",,,,,,,,,,,
14,1,1,Christmas Trees,,,,,,"From December 26 to January 31, bring Christmas trees to city transfer stations for free. Starting February 1, regular fees apply.
•Trees should not exceed 8-feet in length and must be free of decoration.
•Trunks should not exceed 4-inches in diameter.
•The stations will accept up to 3 trees per vehicle
",,,,,,,,,,,,,,"From December 26 to January 31, holiday trees, wreaths, and greens can be composted for free. Place on the curb next to your food and yard waste cart on your regular collection day.
•Flocked and plastic trees or wreaths will be charged as extra garbage.
•Remove all decorations and lights, tinsel, metal clips, ornaments and bows.
•Trees must be cut into lengths to 4-feet or shorter.
•For bundling branches, use sisal string or twine (not plastic).

At apartments – Two trees may be placed next to each food and yard waste cart at no extra charge each collection day. Each additional tree will be picked up as extra yard waste (fees apply).
",,,,,
14,2,1,Contaminated Dirt or Soil,,,"Bring dirt contaminated with non-hazardous materials like plastic, wood, or metal to city transfer stations. Charge is $30 per item (limit 2 per load) or $8 per item plus $145 per ton for other materials if part of a larger load.","Dirt contaminated with non-hazardous materials like plastic, wood, or metal can go in the garbage if it doesn’t exceed the weight limits printed on your bin.
",,,,,,,,,,,,,,,"
For dirt that contains hazardous materials, call the household hazards line at (206) 296-4692. Hours are 9 a.m. – 4:30 p.m., Monday through Friday.
",,,,,,
14,3,1,Dirt or Soil,,,"Bring soil to city transfer stations. Soil is disposed of as garbage. Charge for garbage is a minimum of $30, for up to 420 lbs. or $145 per ton. ",Soil can go in your garbage if it doesn’t exceed the weight limits printed on your bin.,,,,,,,,,,,,,,,,,,,,,
14,4,1,Grass Clippings or Sod,,,,,,Bring large amounts of grass clippings and sod to city transfer stations. Fees apply.,,,,,,,,Grass clippings and small amounts of sod can go in the food and yard waste. Don’t exceed the weight limits printed on your bin.,,,,,,,,,,,
14,5,1,House Plants,,,,,,,,,,,,,,House plants go in the food and yard waste. Remove plants from potting soil and planters.,,,,,,,,,,,
14,6,1,Leaves or Non-Woody Yard Waste,,,,,,Bring leaves or non-woody yard waste to city transfer stations. Fees apply.,,,,,,,,"Leaves and non-woody yard waste go in the food and yard waste.
•Items must fit in your bin with the lid closed.
•Don’t exceed the weight limits printed on your bin.
",,,,,,,,,,,
14,7,1,Pet Waste or Litter,,,,"Bag dog waste, cat waste, and used kitty litter. Tie off the bags and put in the garbage.",,,,,,,,,"Never flush kitty litter down the toilet!

Pet waste can’t be composted in the food and yard waste or in backyard composting bins.
",,,,,,,,,,,,
14,8,1,Plant or Tree Salvage,,,,,,,,,,,,,You can give your plant a new home through your neighborhood Buy Nothing group or PlantAmnesty.,Plants and trees go in the food and yard waste. All pieces must be less than 4-inches in diameter and under 4-feet long.,,,,,,,,,,,
14,9,1,Plant Pots,,,,Dirty or ceramic plant pots go in the garbage.,,,,,,,,,Ask about reuse and recycling options where you buy plant pots. Some garden stores and nurseries will take back plastic pots and reuse them.,,Empty and rinsed plastic plant pots go in the recycling.,,,,,,,,,,
14,10,1,Rocks or Gravel,,,"Bring rocks and gravel to city transfer stations. They are charged as garbage. Charge for garbage is $145 per ton, minimum charge of $30 covers up to 420 lbs.","Rocks and gravel can go in your garbage if they don’t exceed the weight limits printed on your bin, and fit in your bin with the lid completely closed. No individual rock should be larger than 2 feet by 2 feet.",,,,,Gravel in good condition may be accepted by local salvaged building material businesses.,,,,,,,,,,,,,,,,
14,11,1,Trees or Brush,,,"Bring trees and brush to city transfer stations. Charge is $13 per load (limit 4 per load).
•All trees, brush, or branches must be 8 feet or less in length.
•All pieces must be 8 inches or less in diameter.
",,,,,,,,,,,"Trees, brush, and branches go in the food and yard waste:
•Cut down to 4 inches or less in diameter and 4 feet or less in length.
•Avoid extra charges – Items should fit in your bin with the lid closed.
•Don’t exceed the weight limits printed on your bin.
",,,,,,"Bundle trees and brush and set next to the bin. Charge is $145 per ton as part of a load
•Tie bundles with natural twine. No plastic allowed.
•Bundles must be 2 feet or less in diameter.
",,,,,
14,12,1,"Wood Scraps, Shavings, or Sawdust",,,,"Painted or treated wood shavings, scraps, and sawdust go in the garbage. Put sawdust and shavings in a bag and tie off.",,,,,,,,,,"Clean, untreated wood shavings, scraps, and sawdust go in the food and yard waste. Put sawdust or shavings in a closed paper bag or box to contain it.",,,,,,,,,,,
14,13,1,Noxious Weeds,,,,"Noxious weeds should be bagged, tied off, and placed in the garbage. For more information about noxious weeds, visit Noxious Weeds in King County, Washington. ",,,,,,,,,,,,,,,,,,,,,
